Player_ID,Year Group,Race,Vote Percentage,WAR,Induction Hall Of Fame,Group 1 White Vote Percentage,Group 1 Non-White Vote Percentage,Group 2 White Vote Percentage,Group 2 Non-White Vote Percentage,Group 3 White Vote Percentage,Group 3 Non-White Vote Percentage
1217,Group 2,Non-White,41.90,55.8,0,41,,,55.8,,
1218,Group 2,White,33.30,59.6,0,33,,59.6,,,
1219,Group 2,White,32.50,42.3,0,32,,42.3,,,
1220,Group 2,Non-White,30.60,49,0,30,,,49,,
1221,Group 2,White,30.40,63.9,0,30,,63.9,,,
1222,Group 2,Non-White,23.40,63.7,0,23,,,63.7,,
1223,Group 2,White,21.90,39.7,0,21,,39.7,,,
1224,Group 2,White,16.60,38.2,0,16,,38.2,,,
1225,Group 2,Non-White,15.20,43.1,0,15,,,43.1,,
1226,Group 2,White,14.90,26,0,14,,26,,,
1227,Group 2,White,10.40,28.8,0,10,,28.8,,,
1228,Group 2,Non-White,10.10,50.2,0,10,,,50.2,,
1229,Group 2,White,9.60,27,0,9,,27,,,
1230,Group 2,White,7.70,18.2,0,7,,18.2,,,
1231,Group 2,White,6.70,36.5,0,6,,36.5,,,
1232,Group 2,White,6.30,46.1,0,6,,46.1,,,
1233,Group 2,White,5.30,20.6,0,5,,20.6,,,
1234,Group 2,Non-White,1.40,54.3,0,1,,,54.3,,
1235,Group 2,White,1.20,20.4,0,1,,20.4,,,
1236,Group 2,White,1.20,25.7,0,1,,25.7,,,
1237,Group 2,White,0.70,39.2,0,0,,39.2,,,
1238,Group 2,White,0.70,27.9,0,0,,27.9,,,
1239,Group 2,White,0.50,15.9,0,0,,15.9,,,
1240,Group 2,White,0.50,44.8,0,0,,44.8,,,
1241,Group 2,Non-White,0.20,27.3,0,0,,,27.3,,
1242,Group 2,White,0.20,41.4,0,0,,41.4,,,
1243,Group 2,White,0.00,32.2,0,0,,32.2,,,
1244,Group 2,White,0.00,25.8,0,0,,25.8,,,
1245,Group 2,White,0.00,6.3,0,0,,6.3,,,
1246,Group 2,Non-White,0.00,28.2,0,0,,,28.2,,
1247,Group 2,White,0.00,22.2,0,0,,22.2,,,
1248,Group 2,White,0.00,18.1,0,0,,18.1,,,
1249,Group 2,White,0.00,23.4,0,0,,23.4,,,
1250,Group 2,White,0.00,9.9,0,0,,9.9,,,
1251,Group 2,White,0.00,9.9,0,0,,9.9,,,
1252,Group 2,Non-White,84.00,89.4,1,84,,,89.4,,
1253,Group 2,White,60.60,67.2,0,60,,67.2,,,
1254,Group 2,White,60.10,44.9,0,60,,44.9,,,
1255,Group 2,White,59.60,60.4,0,59,,60.4,,,
1256,Group 2,White,59.40,47.1,0,59,,47.1,,,
1257,Group 2,Non-White,58.10,63,0,58,,,63,,
1258,Group 2,Non-White,41.90,49,0,41,,,49,,
1259,Group 2,White,41.40,42.3,0,41,,42.3,,,
1260,Group 2,White,40.90,59.6,0,40,,59.6,,,
1261,Group 2,White,40.60,39.7,0,40,,39.7,,,
1262,Group 2,Non-White,36.90,55.8,0,36,,,55.8,,
1263,Group 2,White,35.40,63.9,0,35,,63.9,,,
1264,Group 2,White,23.40,38.2,0,23,,38.2,,,
1265,Group 2,White,23.20,26,0,23,,26,,,
1266,Group 2,White,20.70,27,0,20,,27,,,
1267,Group 2,Non-White,19.20,50.2,0,19,,,50.2,,
1268,Group 2,White,15.50,46.1,0,15,,46.1,,,
1269,Group 2,White,14.00,32.4,0,14,,32.4,,,
1270,Group 2,White,12.00,28.8,0,12,,28.8,,,
1271,Group 2,White,9.50,36.5,0,9,,36.5,,,
1272,Group 2,White,8.20,18.2,0,8,,18.2,,,
1273,Group 2,White,5.70,20.6,0,5,,20.6,,,
1274,Group 2,Non-White,4.50,54.3,0,4,,,54.3,,
1275,Group 2,White,1.50,41.8,0,1,,41.8,,,
1276,Group 2,White,1.20,25.7,0,1,,25.7,,,
1277,Group 2,White,0.50,41.4,0,0,,41.4,,,
1278,Group 2,White,0.20,9.9,0,0,,9.9,,,
1279,Group 2,White,0.20,27.9,0,0,,27.9,,,
1280,Group 2,White,0.20,15.6,0,0,,15.6,,,
1281,Group 2,White,0.20,22.2,0,0,,22.2,,,
1282,Group 2,Non-White,0.20,27.3,0,0,,,27.3,,
1283,Group 2,White,0.20,32.2,0,0,,32.2,,,
1284,Group 2,White,0.00,1.1,0,0,,1.1,,,
1285,Group 2,White,0.00,41.9,0,0,,41.9,,,
1286,Group 2,White,0.00,7.7,0,0,,7.7,,,
1287,Group 2,White,0.00,24,0,0,,24,,,
1288,Group 2,White,0.00,15.3,0,0,,15.3,,,
1289,Group 2,White,0.00,27.4,0,0,,27.4,,,
1290,Group 2,White,0.00,37.5,0,0,,37.5,,,
1291,Group 1,White,88.30,92.8,1,88,,,,,
1292,Group 1,White,86.50,66.3,1,86,,,,,
1293,Group 1,White,61.80,67.2,0,61,,,,,
1294,Group 1,White,59.70,44.9,0,59,,,,,
1295,Group 1,White,54.30,47.1,0,54,,,,,
1296,Group 1,White,46.00,59.6,0,46,,,,,
1297,Group 1,White,42.60,42.3,0,42,,,,,
1298,Group 1,Non-White,41.80,49,0,41,,,,,
1299,Group 1,White,37.90,39.7,0,37,,,,,
1300,Group 1,White,34.80,63.9,0,34,,,,,
1301,Group 1,Non-White,32.20,55.8,0,32,,,,,
1302,Group 1,White,28.80,38.2,0,28,,,,,
1303,Group 1,White,24.90,34.5,0,24,,,,,
1304,Group 1,White,21.60,26,0,21,,,,,
1305,Group 1,White,17.10,28.8,0,17,,,,,
1306,Group 1,Non-White,15.30,38,0,15,,,,,
1307,Group 1,White,13.00,32.4,0,13,,,,,
1308,Group 1,Non-White,12.50,50.2,0,12,,,,,
1309,Group 1,White,11.20,43.2,0,11,,,,,
1310,Group 1,White,8.60,36.5,0,8,,,,,
1311,Group 1,White,8.10,18.2,0,8,,,,,
1312,Group 1,White,7.50,27,0,7,,,,,
1313,Group 1,White,5.50,20.6,0,5,,,,,
1314,Group 1,White,3.90,70.5,0,3,,,,,
1315,Group 1,White,1.60,52,0,1,,,,,
1316,Group 1,Non-White,1.30,23,0,1,,,,,
1317,Group 1,White,0.80,43.2,0,0,,,,,
1318,Group 1,Non-White,0.80,42.2,0,0,,,,,
1319,Group 1,White,0.50,7.4,0,0,,,,,
1320,Group 1,White,0.30,22.5,0,0,,,,,
1321,Group 1,White,0.30,1.7,0,0,,,,,
1322,Group 1,White,0.30,13.1,0,0,,,,,
1323,Group 1,White,0.00,14,0,0,,,,,
1324,Group 1,White,0.00,2.3,0,0,,,,,
1325,Group 1,White,0.00,16.6,0,0,,,,,
1326,Group 1,White,0.00,-0.3,0,0,,,,,
1327,Group 1,White,0.00,9.9,0,0,,,,,
1328,Group 1,White,0.00,14.8,0,0,,,,,
1329,Group 1,White,0.00,6.8,0,0,,,,,
1330,Group 1,Non-White,0.00,12.8,0,0,,,,,
1331,Group 1,White,0.00,0.7,0,0,,,,,
1332,Group 1,White,0.00,19.6,0,0,,,,,
1333,Group 1,White,0.00,15.6,0,0,,,,,
1334,Group 1,White,0.00,1.7,0,0,,,,,
1335,Group 1,White,0.00,13.5,0,0,,,,,
1336,Group 1,White,0.00,1.3,0,0,,,,,
1337,Group 1,White,0.00,-2.8,0,0,,,,,
1338,Group 1,White,0.00,0.6,0,0,,,,,
1339,Group 1,White,0.00,17.3,0,0,,,,,
1340,Group 1,White,0.00,-1.2,0,0,,,,,
1341,Group 1,White,0.00,8,0,0,,,,,
1342,Group 1,White,0.00,13.1,0,0,,,,,
1343,Group 1,White,0.00,22,0,0,,,,,
1344,Group 1,White,0.00,32.8,0,0,,,,,
1345,Group 1,White,0.00,6.2,0,0,,,,,
1346,Group 1,White,0.00,6.3,0,0,,,,,
1347,Group 1,White,0.00,2.2,0,0,,,,,
1348,Group 1,White,0.00,14.6,0,0,,,,,
1349,Group 1,White,0.00,1.2,0,0,,,,,
1350,Group 1,White,0.00,28.1,0,0,,,,,
1351,Group 1,White,0.00,2.5,0,0,,,,,
1352,Group 1,Non-White,94.70,156.4,1,94,,,,,
1353,Group 1,White,71.30,66.3,0,71,,,,,
1354,Group 1,White,68.80,55.3,0,68,,,,,
1355,Group 1,White,56.00,44.9,0,56,,,,,
1356,Group 1,White,53.90,67.2,0,53,,,,,
1357,Group 1,Non-White,40.30,49,0,40,,,,,
1358,Group 1,White,38.90,47.1,0,38,,,,,
1359,Group 1,White,38.40,39.7,0,38,,,,,
1360,Group 1,White,36.80,42.3,0,36,,,,,
1361,Group 1,White,34.00,59.6,0,34,,,,,
1362,Group 1,White,30.10,63.9,0,30,,,,,
1363,Group 1,White,29.40,38.2,0,29,,,,,
1364,Group 1,Non-White,27.80,55.8,0,27,,,,,
1365,Group 1,White,20.40,34.5,0,20,,,,,
1366,Group 1,White,18.50,43.2,0,18,,,,,
1367,Group 1,White,14.60,26,0,14,,,,,
1368,Group 1,White,13.40,32.4,0,13,,,,,
1369,Group 1,White,12.30,28.8,0,12,,,,,
1370,Group 1,White,12.30,18.2,0,12,,,,,
1371,Group 1,Non-White,12.00,38,0,12,,,,,
1372,Group 1,White,8.30,36.5,0,8,,,,,
1373,Group 1,White,8.10,20.6,0,8,,,,,
1374,Group 1,White,6.90,27,0,6,,,,,
1375,Group 1,White,4.60,62.8,0,4,,,,,
1376,Group 1,White,3.20,41.9,0,3,,,,,
1377,Group 1,White,2.50,33.3,0,2,,,,,
1378,Group 1,White,2.10,28.6,0,2,,,,,
1379,Group 1,White,2.10,32.4,0,2,,,,,
1380,Group 1,White,1.90,33.2,0,1,,,,,
1381,Group 1,White,1.40,18.3,0,1,,,,,
1382,Group 1,White,1.40,37.6,0,1,,,,,
1383,Group 1,White,1.20,44,0,1,,,,,
1384,Group 1,White,0.70,19.5,0,0,,,,,
1385,Group 1,White,0.70,27.6,0,0,,,,,
1386,Group 1,White,0.50,37.6,0,0,,,,,
1387,Group 1,White,0.20,28.6,0,0,,,,,
1388,Group 1,White,0.20,38.5,0,0,,,,,
1389,Group 1,White,0.20,-0.9,0,0,,,,,
1390,Group 1,White,0.00,9.8,0,0,,,,,
1391,Group 1,White,0.00,24.2,0,0,,,,,
1392,Group 1,White,0.00,-2.2,0,0,,,,,
1393,Group 1,White,0.00,-1.2,0,0,,,,,
1394,Group 1,White,0.00,5.3,0,0,,,,,
1395,Group 1,White,0.00,5.7,0,0,,,,,
1396,Group 1,White,0.00,2.2,0,0,,,,,
1397,Group 1,White,0.00,-1.5,0,0,,,,,
1398,Group 1,White,0.00,25.4,0,0,,,,,
1399,Group 1,White,0.00,18.7,0,0,,,,,
1400,Group 1,White,0.00,7,0,0,,,,,
1401,Group 1,White,0.00,0.4,0,0,,,,,
1402,Group 1,White,0.00,15.1,0,0,,,,,
1403,Group 1,White,0.00,9.7,0,0,,,,,
1404,Group 1,White,0.00,2.3,0,0,,,,,
1405,Group 1,White,0.00,9.4,0,0,,,,,
1406,Group 1,White,79.40,96.6,1,79,,,,,
1407,Group 1,White,68.90,55.3,0,68,,,,,
1408,Group 1,White,67.00,66.3,0,67,,,,,
1409,Group 1,White,59.60,44.9,0,59,,,,,
1410,Group 1,White,57.80,67.2,0,57,,,,,
1411,Group 1,White,47.80,59.6,0,47,,,,,
1412,Group 1,White,44.60,66.3,0,44,,,,,
1413,Group 1,White,41.70,47.1,0,41,,,,,
1414,Group 1,White,41.70,63.9,0,41,,,,,
1415,Group 1,Non-White,39.30,49,0,39,,,,,
1416,Group 1,White,34.30,42.3,0,34,,,,,
1417,Group 1,White,30.30,39.7,0,30,,,,,
1418,Group 1,White,21.90,38.2,0,21,,,,,
1419,Group 1,White,20.10,28.8,0,20,,,,,
1420,Group 1,White,17.40,34.5,0,17,,,,,
1421,Group 1,White,15.80,43.2,0,15,,,,,
1422,Group 1,White,15.30,26,0,15,,,,,
1423,Group 1,White,13.50,32.4,0,13,,,,,
1424,Group 1,Non-White,12.70,38,0,12,,,,,
1425,Group 1,White,10.80,27,0,10,,,,,
1426,Group 1,White,8.40,18.2,0,8,,,,,
1427,Group 1,White,7.10,20.6,0,7,,,,,
1428,Group 1,White,6.10,36.5,0,6,,,,,
1429,Group 1,White,4.70,62.8,0,4,,,,,
1430,Group 1,White,2.10,41.9,0,2,,,,,
1431,Group 1,White,1.80,33.2,0,1,,,,,
1432,Group 1,White,1.60,32.4,0,1,,,,,
1433,Group 1,White,1.60,28.6,0,1,,,,,
1434,Group 1,White,1.30,33.3,0,1,,,,,
1435,Group 1,White,1.10,27.4,0,1,,,,,
1436,Group 1,White,0.80,36.7,0,0,,,,,
1437,Group 1,White,0.50,37.6,0,0,,,,,
1438,Group 1,White,0.30,19.5,0,0,,,,,
1439,Group 1,White,0.30,27.6,0,0,,,,,
1440,Group 1,White,0.30,40.9,0,0,,,,,
1441,Group 1,White,0.00,21.9,0,0,,,,,
1442,Group 1,White,0.00,21.1,0,0,,,,,
1443,Group 1,Non-White,83.80,67.5,1,83,,,,,
1444,Group 1,White,62.40,96.6,0,62,,,,,
1445,Group 1,White,58.50,44.9,0,58,,,,,
1446,Group 1,White,58.00,55.3,0,58,,,,,
1447,Group 1,White,55.40,66.3,0,55,,,,,
1448,Group 1,White,51.40,67.2,0,51,,,,,
1449,Group 1,White,42.60,66.3,0,42,,,,,
1450,Group 1,Non-White,39.70,49,0,39,,,,,
1451,Group 1,White,38.10,59.6,0,38,,,,,
1452,Group 1,White,36.80,37.4,0,36,,,,,
1453,Group 1,White,36.30,63.9,0,36,,,,,
1454,Group 1,White,27.40,42.3,0,27,,,,,
1455,Group 1,White,22.20,28.8,0,22,,,,,
1456,Group 1,White,21.40,38.2,0,21,,,,,
1457,Group 1,White,17.20,43.2,0,17,,,,,
1458,Group 1,White,14.90,26,0,14,,,,,
1459,Group 1,White,14.40,32.4,0,14,,,,,
1460,Group 1,White,13.60,34.5,0,13,,,,,
1461,Group 1,White,11.70,28.9,0,11,,,,,
1462,Group 1,Non-White,11.20,38,0,11,,,,,
1463,Group 1,White,11.20,27,0,11,,,,,
1464,Group 1,White,10.20,18.2,0,10,,,,,
1465,Group 1,White,8.60,20.6,0,8,,,,,
1466,Group 1,White,4.20,41.9,0,4,,,,,
1467,Group 1,White,3.70,62.8,0,3,,,,,
1468,Group 1,White,2.60,33.3,0,2,,,,,
1469,Group 1,White,2.10,28.6,0,2,,,,,
1470,Group 1,White,1.80,33.2,0,1,,,,,
1471,Group 1,White,1.30,32.4,0,1,,,,,
1472,Group 1,White,1.00,36.7,0,1,,,,,
1473,Group 1,White,1.00,27.4,0,1,,,,,
1474,Group 1,White,1.00,38.6,0,1,,,,,
1475,Group 1,Non-White,0.80,40.9,0,0,,,,,
1476,Group 1,White,0.80,30,0,0,,,,,
1477,Group 1,White,86.90,86,1,86,,,,,
1478,Group 1,White,78.60,48.2,1,78,,,,,
1479,Group 1,White,60.10,44.9,0,60,,,,,
1480,Group 1,White,50.80,55.3,0,50,,,,,
1481,Group 1,White,48.70,96.6,0,48,,,,,
1482,Group 1,White,47.90,66.3,0,47,,,,,
1483,Group 1,Non-White,44.80,49,0,44,,,,,
1484,Group 1,White,41.00,66.3,0,41,,,,,
1485,Group 1,White,38.40,40.8,0,38,,,,,
1486,Group 1,White,33.20,42.3,0,33,,,,,
1487,Group 1,White,33.20,37.4,0,33,,,,,
1488,Group 1,White,29.40,67.2,0,29,,,,,
1489,Group 1,White,22.40,38.2,0,22,,,,,
1490,Group 1,White,21.90,63.9,0,21,,,,,
1491,Group 1,White,16.00,43.2,0,16,,,,,
1492,Group 1,White,14.40,28.9,0,14,,,,,
1493,Group 1,White,14.20,27,0,14,,,,,
1494,Group 1,White,13.40,34.5,0,13,,,,,
1495,Group 1,White,12.90,32.4,0,12,,,,,
1496,Group 1,White,12.10,18.2,0,12,,,,,
1497,Group 1,White,5.90,20.6,0,5,,,,,
1498,Group 1,White,5.40,28.8,0,5,,,,,
1499,Group 1,Non-White,5.40,38,0,5,,,,,
1500,Group 1,White,3.90,28.6,0,3,,,,,
1501,Group 1,White,3.90,62.8,0,3,,,,,
1502,Group 1,White,2.30,32.4,0,2,,,,,
1503,Group 1,White,2.30,33.3,0,2,,,,,
1504,Group 1,White,2.10,33.2,0,2,,,,,
1505,Group 1,White,1.80,36.7,0,1,,,,,
1506,Group 1,White,1.80,38.6,0,1,,,,,
1507,Group 1,White,1.30,27.4,0,1,,,,,
1508,Group 1,White,0.50,30,0,0,,,,,
1509,Group 1,White,75.40,49.4,0,75,,,,,
1510,Group 1,White,72.70,86,0,72,,,,,
1511,Group 1,White,64.40,48.2,0,64,,,,,
1512,Group 1,White,51.90,44.9,0,51,,,,,
1513,Group 1,White,48.90,55.3,0,48,,,,,
1514,Group 1,White,42.80,63.3,0,42,,,,,
1515,Group 1,White,42.50,66.3,0,42,,,,,
1516,Group 1,White,40.90,96.6,0,40,,,,,
1517,Group 1,White,35.60,34.6,0,35,,,,,
1518,Group 1,White,35.60,66.3,0,35,,,,,
1519,Group 1,White,34.00,29.2,0,34,,,,,
1520,Group 1,White,32.30,40.8,0,32,,,,,
1521,Group 1,White,31.50,37.4,0,31,,,,,
1522,Group 1,White,26.00,42.3,0,26,,,,,
1523,Group 1,White,21.00,67.2,0,21,,,,,
1524,Group 1,White,21.00,63.9,0,21,,,,,
1525,Group 1,Non-White,21.00,49,0,21,,,,,
1526,Group 1,White,19.30,38.2,0,19,,,,,
1527,Group 1,White,13.30,43.2,0,13,,,,,
1528,Group 1,White,10.20,16.5,0,10,,,,,
1529,Group 1,White,9.10,32.4,0,9,,,,,
1530,Group 1,White,6.40,27,0,6,,,,,
1531,Group 1,White,6.40,18.2,0,6,,,,,
1532,Group 1,White,6.10,34.5,0,6,,,,,
1533,Group 1,White,3.60,28.9,0,3,,,,,
1534,Group 1,White,3.00,28.8,0,3,,,,,
1535,Group 1,White,3.00,38,0,3,,,,,
1536,Group 1,White,2.80,33.3,0,2,,,,,
1537,Group 1,White,2.50,62.8,0,2,,,,,
1538,Group 1,White,2.20,33.2,0,2,,,,,
1539,Group 1,White,1.90,38.6,0,1,,,,,
1540,Group 1,White,1.70,32.4,0,1,,,,,
1541,Group 1,White,1.40,27.4,0,1,,,,,
1542,Group 1,White,1.10,36.7,0,1,,,,,
1543,Group 1,White,0.80,30,0,0,,,,,
1544,Group 1,White,0.30,44.5,0,0,,,,,
1545,Group 1,White,0.30,19.7,0,0,,,,,
1546,Group 1,White,88.20,110.3,1,88,,,,,
1547,Group 1,White,77.80,56.9,1,77,,,,,
1548,Group 1,White,61.40,86,0,61,,,,,
1549,Group 1,White,58.90,49.4,0,58,,,,,
1550,Group 1,White,54.20,44.9,0,54,,,,,
1551,Group 1,White,52.10,48.2,0,52,,,,,
1552,Group 1,White,39.70,55.3,0,39,,,,,
1553,Group 1,White,38.60,66.3,0,38,,,,,
1554,Group 1,White,32.30,96.6,0,32,,,,,
1555,Group 1,White,30.40,66.3,0,30,,,,,
1556,Group 1,White,30.40,40.8,0,30,,,,,
1557,Group 1,White,30.10,42.3,0,30,,,,,
1558,Group 1,White,27.70,25.5,0,27,,,,,
1559,Group 1,White,25.80,37.4,0,25,,,,,
1560,Group 1,Non-White,21.60,49,0,21,,,,,
1561,Group 1,White,21.40,38.2,0,21,,,,,
1562,Group 1,White,20.00,63.3,0,20,,,,,
1563,Group 1,White,16.70,34.6,0,16,,,,,
1564,Group 1,White,15.30,63.9,0,15,,,,,
1565,Group 1,White,14.80,43.2,0,14,,,,,
1566,Group 1,White,14.00,29.2,0,14,,,,,
1567,Group 1,White,7.90,18.2,0,7,,,,,
1568,Group 1,White,7.70,32.4,0,7,,,,,
1569,Group 1,White,7.40,34.5,0,7,,,,,
1570,Group 1,White,5.20,27,0,5,,,,,
1571,Group 1,White,3.00,13.9,0,3,,,,,
1572,Group 1,White,2.50,28.9,0,2,,,,,
1573,Group 1,White,2.20,33.2,0,2,,,,,
1574,Group 1,White,1.90,28.8,0,1,,,,,
1575,Group 1,White,1.90,38,0,1,,,,,
1576,Group 1,White,1.60,33.3,0,1,,,,,
1577,Group 1,White,1.40,32.4,0,1,,,,,
1578,Group 1,White,1.40,8.2,0,1,,,,,
1579,Group 1,White,1.10,36.7,0,1,,,,,
1580,Group 1,White,1.10,53.2,0,1,,,,,
1581,Group 1,White,1.10,25.6,0,1,,,,,
1582,Group 1,White,0.80,40.7,0,0,,,,,
1583,Group 1,White,0.80,16.5,0,0,,,,,
1584,Group 1,White,0.80,34.6,0,0,,,,,
1585,Group 1,White,0.80,19.7,0,0,,,,,
1586,Group 1,White,0.80,43.2,0,0,,,,,
1587,Group 1,White,0.50,44.5,0,0,,,,,
1588,Group 1,White,0.50,27.4,0,0,,,,,
1589,Group 1,White,0.50,33.3,0,0,,,,,
1590,Group 1,White,83.20,99.9,1,83,,,,,
1591,Group 1,White,67.10,56.9,0,67,,,,,
1592,Group 1,White,61.80,49.4,0,61,,,,,
1593,Group 1,White,57.40,44.9,0,57,,,,,
1594,Group 1,White,56.10,86,0,56,,,,,
1595,Group 1,White,46.60,48.2,0,46,,,,,
1596,Group 1,White,41.30,70.9,0,41,,,,,
1597,Group 1,White,38.20,55.3,0,38,,,,,
1598,Group 1,White,33.40,31.6,0,33,,,,,
1599,Group 1,White,33.20,66.3,0,33,,,,,
1600,Group 1,White,30.00,37.4,0,30,,,,,
1601,Group 1,White,29.20,40.8,0,29,,,,,
1602,Group 1,White,26.60,66.3,0,26,,,,,
1603,Group 1,White,25.30,42.3,0,25,,,,,
1604,Group 1,White,24.50,25.5,0,24,,,,,
1605,Group 1,White,20.80,63.3,0,20,,,,,
1606,Group 1,White,19.20,34.6,0,19,,,,,
1607,Group 1,Non-White,19.20,49,0,19,,,,,
1608,Group 1,White,13.90,43.2,0,13,,,,,
1609,Group 1,White,12.40,29.2,0,12,,,,,
1610,Group 1,White,11.30,32,0,11,,,,,
1611,Group 1,White,8.70,47.9,0,8,,,,,
1612,Group 1,White,6.60,63.9,0,6,,,,,
1613,Group 1,White,6.10,34.5,0,6,,,,,
1614,Group 1,White,3.70,32.4,0,3,,,,,
1615,Group 1,White,3.20,28.8,0,3,,,,,
1616,Group 1,White,2.90,38,0,2,,,,,
1617,Group 1,White,2.40,32.4,0,2,,,,,
1618,Group 1,White,2.10,28.9,0,2,,,,,
1619,Group 1,White,1.80,16.5,0,1,,,,,
1620,Group 1,White,1.80,36.7,0,1,,,,,
1621,Group 1,White,1.60,48.8,0,1,,,,,
1622,Group 1,White,1.30,25.6,0,1,,,,,
1623,Group 1,White,1.30,43.2,0,1,,,,,
1624,Group 1,White,1.30,34.6,0,1,,,,,
1625,Group 1,White,1.10,13.9,0,1,,,,,
1626,Group 1,White,1.10,53.2,0,1,,,,,
1627,Group 1,White,0.80,42.5,0,0,,,,,
1628,Group 1,White,0.80,33.3,0,0,,,,,
1629,Group 1,White,0.50,27.4,0,0,,,,,
1630,Group 1,White,0.50,40.7,0,0,,,,,
1631,Group 1,White,0.50,8.2,0,0,,,,,
1632,Group 1,White,0.30,33.2,0,0,,,,,
1633,Group 1,White,0.30,33.3,0,0,,,,,
1634,Group 1,White,86.90,49,1,86,,,,,
1635,Group 1,White,85.60,59.4,1,85,,,,,
1636,Group 1,White,76.00,61.1,1,76,,,,,
1637,Group 1,White,59.30,49.4,0,59,,,,,
1638,Group 1,White,40.70,44.9,0,40,,,,,
